pattern_id,code,pattern,length,density,frequency,found_in
P990,BOJO,- X - - | - - - - | - - X X | - - - -,16,3,1,แขกโอด สามชั้น
P991,BOOO,- X - - | - - - - | - - - - | - - - -,16,1,1,เขมรลออองค์ เถา
P992,BPBO,- X - - | X X X X | - X - - | - - - -,16,6,1,อาเฮีย เถา
P993,BPEP,- X - - | X X X X | X X - - | X X X X,16,11,1,แขกโอด สามชั้น
P994,BPNN,- X - - | X X X X | - X X X | - X X X,16,11,1,แขกโอด สามชั้น
P995,BPOO,- X - - | X X X X | - - - - | - - - -,16,5,1,แขกโอด สามชั้น
P996,CAJI,- - X - | X - - - | - - X X | - X - X,16,6,1,ราตรีประดับดาว เถา
P997,CCNP,- - X - | - - X - | - X X X | X X X X,16,9,1,โสมส่องแสง เถา
P998,CFFB,- - X - | X - X - | X - X - | - X - -,16,6,1,ทยอยนอก สามชั้น
P999,CIBE,- - X - | - X - X | - X - - | X X - -,16,6,1,ตระปลายพระลักษมณ์
P1000,CIIC,- - X - | - X - X | - X - X | - - X -,16,6,1,ตระปลายพระลักษมณ์
P1001,CIPP,- - X - | - X - X | X X X X | X X X X,16,11,1,แขกกุลิต เถา
P1002,DBBL,- - - X | - X - - | - X - - | X X - X,16,6,1,พม่าเห่ เถา
P1003,DBEI,- - - X | - X - - | X X - - | - X - X,16,6,1,ราตรีประดับดาว เถา
P1004,DBIO,- - - X | - X - - | - X - X | - - - -,16,4,1,แขกต่อยหม้อ เถา
P1005,DBMI,- - - X | - X - - | X - X X | - X - X,16,7,1,ระบำนกเขามะราปี
P1006,DBPN,- - - X | - X - - | X X X X | - X X X,16,9,1,เสมอลาว
P1007,DCBP,- - - X | - - X - | - X - - | X X X X,16,7,1,ตระปลายพระลักษมณ์
P1008,DDBN,- - - X | - - - X | - X - - | - X X X,16,6,1,รำวงมาตรฐาน
P1009,DDBP,- - - X | - - - X | - X - - | X X X X,16,7,1,ตระปลายพระลักษมณ์
P1010,DDD,- - - X | - - - X | - - - X,12,3,1,สรภัญญะ
P1011,DDJD,- - - X | - - - X | - - X X | - - - X,16,5,1,บาทสกุณี (เสมอตีนนก)
P1012,DDJE,- - - X | - - - X | - - X X | X X - -,16,6,1,ทยอยนอก สามชั้น
P1013,DDL,- - - X | - - - X | X X - X,12,5,1,ชมตลาด
P1014,DDND,- - - X | - - - X | - X X X | - - - X,16,6,1,ระบำทวารวดี
P1015,DDNE,- - - X | - - - X | - X X X | X X - -,16,7,1,ลาวดำเนินทราย สองชั้น
P1016,DDOD,- - - X | - - - X | - - - - | - - - X,16,3,1,ระบำบันเทิงกาสร
P1017,DDOI,- - - X | - - - X | - - - - | - X - X,16,4,1,ระบำชุมนุมเผ่าไทย
P1018,DDPD,- - - X | - - - X | X X X X | - - - X,16,7,1,ระบำชุมนุมเผ่าไทย
P1019,DDPN,- - - X | - - - X | X X X X | - X X X,16,9,1,ฟ้าคะนอง สองชั้น
P1020,DHIO,- - - X | - X X - | - X - X | - - - -,16,5,1,โสมส่องแสง เถา
P1021,DIBI,- - - X | - X - X | - X - - | - X - X,16,6,1,ระบำม่านมุ้ยเชียงตา
P1022,DIIE,- - - X | - X - X | - X - X | X X - -,16,7,1,นกจาก สองชั้น
P1023,DIJB,- - - X | - X - X | - - X X | - X - -,16,6,1,รำวงมาตรฐาน
P1024,DIJD,- - - X | - X - X | - - X X | - - - X,16,6,1,คุกพาทย์
P1025,DIJE,- - - X | - X - X | - - X X | X X - -,16,7,1,ระบำม่านมุ้ยเชียงตา
P1026,DIJL,- - - X | - X - X | - - X X | X X - X,16,8,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1027,DIL,- - - X | - X - X | X X - X,12,6,1,ชมตลาด
P1028,DJBP,- - - X | - - X X | - X - - | X X X X,16,8,1,ตระมารละม่อม
P1029,DJDI,- - - X | - - X X | - - - X | - X - X,16,6,1,บาทสกุณี (เสมอตีนนก)
P1030,DJIB,- - - X | - - X X | - X - X | - X - -,16,6,1,เบ้าหลุด ชั้นเดียว
P1031,DJIJ,- - - X | - - X X | - X - X | - - X X,16,7,1,ตระปลายพระลักษมณ์
P1032,DJOP,- - - X | - - X X | - - - - | X X X X,16,7,1,เขมรไทรโยค
P1033,DJPE,- - - X | - - X X | X X X X | X X - -,16,9,1,ระบำมฤคระเริง
P1034,DL,- - - X | X X - X,8,4,1,เจดีย์เจ็ดยอด
P1035,DLDP,- - - X | X X - X | - - - X | X X X X,16,9,1,ลาวจ้อย สองชั้น
P1036,DLOI,- - - X | X X - X | - - - - | - X - X,16,6,1,ลาวจ้อย สองชั้น
P1037,DLPI,- - - X | X X - X | X X X X | - X - X,16,10,1,ลาวจ้อย สองชั้น
P1038,DNDI,- - - X | - X X X | - - - X | - X - X,16,7,1,ชมตลาด
P1039,DNOO,- - - X | - X X X | - - - - | - - - -,16,4,1,พม่าเห่ เถา
P1040,DNPI,- - - X | - X X X | X X X X | - X - X,16,10,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1041,DNPP,- - - X | - X X X | X X X X | X X X X,16,12,1,โสมส่องแสง เถา
P1042,DOIB,- - - X | - - - - | - X - X | - X - -,16,4,1,โสมส่องแสง เถา
P1043,DOJD,- - - X | - - - - | - - X X | - - - X,16,4,1,บาทสกุณี (เสมอตีนนก)
P1044,DOOO,- - - X | - - - - | - - - - | - - - -,16,1,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1045,DOPO,- - - X | - - - - | X X X X | - - - -,16,5,1,ช้างประสานงา เถา
P1046,DP,- - - X | X X X X,8,5,1,ระบำกุญชรเกษม
P1047,DPDI,- - - X | X X X X | - - - X | - X - X,16,8,1,หกบท เถา
P1048,DPDJ,- - - X | X X X X | - - - X | - - X X,16,8,1,ฟ้อนพวงมาลัย
P1049,DPLN,- - - X | X X X X | X X - X | - X X X,16,11,1,ระบำชาวนา
P1050,DPNI,- - - X | X X X X | - X X X | - X - X,16,10,1,แขกขาว เถา
P1051,DPOO,- - - X | X X X X | - - - - | - - - -,16,5,1,ช้างประสานงา เถา
P1052,DPPN,- - - X | X X X X | X X X X | - X X X,16,12,1,ระบำเชียงแสน
P1053,EBIJ,X X - - | - X - - | - X - X | - - X X,16,7,1,สร้อยลำปาง เถา
P1054,EBJJ,X X - - | - X - - | - - X X | - - X X,16,7,1,ช้างประสานงา เถา
P1055,EBOO,X X - - | - X - - | - - - - | - - - -,16,3,1,ราตรีประดับดาว เถา
P1056,ED,X X - - | - - - X,8,3,1,เจดีย์เจ็ดยอด
P1057,EEBI,X X - - | X X - - | - X - - | - X - X,16,7,1,สร้อยลำปาง เถา
P1058,EECF,X X - - | X X - - | - - X - | X - X -,16,7,1,แขกลพบุรี สามชั้น
P1059,EEEJ,X X - - | X X - - | X X - - | - - X X,16,8,1,แขกลพบุรี สามชั้น
P1060,EEEP,X X - - | X X - - | X X - - | X X X X,16,10,1,อาเฮีย เถา
P1061,EEKI,X X - - | X X - - | X X X - | - X - X,16,9,1,อาเฮีย เถา
P1062,EENI,X X - - | X X - - | - X X X | - X - X,16,9,1,เขมรลออองค์ เถา
P1063,EEPD,X X - - | X X - - | X X X X | - - - X,16,9,1,อาเฮีย เถา
P1064,EEPO,X X - - | X X - - | X X X X | - - - -,16,8,1,โสมส่องแสง เถา
P1065,EIII,X X - - | - X - X | - X - X | - X - X,16,8,1,ราตรีประดับดาว เถา
P1066,EJEL,X X - - | - - X X | X X - - | X X - X,16,9,1,แขกขาว เถา
P1067,EMOD,X X - - | X - X X | - - - - | - - - X,16,6,1,เขมรลออองค์ เถา
P1068,ENI,X X - - | - X X X | - X - X,12,7,1,เขมรโพธิสัตว์ เถา
P1069,EPEE,X X - - | X X X X | X X - - | X X - -,16,10,1,ราตรีประดับดาว เถา
P1070,EPEO,X X - - | X X X X | X X - - | - - - -,16,8,1,อาเฮีย เถา
P1071,EPEP,X X - - | X X X X | X X - - | X X X X,16,12,1,อาเฮีย เถา
P1072,EPJJ,X X - - | X X X X | - - X X | - - X X,16,10,1,อาเฮีย เถา
P1073,EPPP,X X - - | X X X X | X X X X | X X X X,16,14,1,แสนสุดสวาท สามชั้น
P1074,FF,X - X - | X - X -,8,4,1,เจดีย์เจ็ดยอด
P1075,FFFJ,X - X - | X - X - | X - X - | - - X X,16,8,1,แขกลพบุรี สามชั้น
P1076,FFJN,X - X - | X - X - | - - X X | - X X X,16,9,1,แขกกุลิต เถา
P1077,FFJP,X - X - | X - X - | - - X X | X X X X,16,10,1,แขกลพบุรี สามชั้น
P1078,FIOJ,X - X - | - X - X | - - - - | - - X X,16,6,1,ราตรีประดับดาว เถา
P1079,FJJP,X - X - | - - X X | - - X X | X X X X,16,10,1,เขมรไทรโยค
P1080,FNOO,X - X - | - X X X | - - - - | - - - -,16,5,1,แขกกุลิต เถา
P1081,GDOD,X - - X | - - - X | - - - - | - - - X,16,4,1,ระบำเริงอรุณ
P1082,GFJJ,X - - X | X - X - | - - X X | - - X X,16,8,1,โสมส่องแสง เถา
P1083,HIII,- X X - | - X - X | - X - X | - X - X,16,8,1,พม่าห้าท่อน สามชั้น
P1084,HIOO,- X X - | - X - X | - - - - | - - - -,16,4,1,โสมส่องแสง เถา
P1085,HLNE,- X X - | X X - X | - X X X | X X - -,16,10,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1086,HLNI,- X X - | X X - X | - X X X | - X - X,16,10,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1087,HLOO,- X X - | X X - X | - - - - | - - - -,16,5,1,เขมรไทรโยค
P1088,HPHP,- X X - | X X X X | - X X - | X X X X,16,12,1,แขกต่อยหม้อ เถา
P1089,HPIH,- X X - | X X X X | - X - X | - X X -,16,10,1,ตระปลายพระลักษมณ์
P1090,HPIN,- X X - | X X X X | - X - X | - X X X,16,11,1,ตระปลายพระลักษมณ์
P1091,HPIP,- X X - | X X X X | - X - X | X X X X,16,12,1,แขกต่อยหม้อ เถา
P1092,IBEC,- X - X | - X - - | X X - - | - - X -,16,6,1,ตระสันนิบาต
P1093,IBEL,- X - X | - X - - | X X - - | X X - X,16,8,1,ทยอยนอก สามชั้น
P1094,IBIO,- X - X | - X - - | - X - X | - - - -,16,5,1,ราตรีประดับดาว เถา
P1095,IBKJ,- X - X | - X - - | X X X - | - - X X,16,8,1,ตระจอมศรี
P1096,IBLO,- X - X | - X - - | X X - X | - - - -,16,6,1,เขมรโพธิสัตว์ เถา
P1097,IBME,- X - X | - X - - | X - X X | X X - -,16,8,1,มอญรำดาบ เถา
P1098,IBML,- X - X | - X - - | X - X X | X X - X,16,9,1,นางครวญ เถา
P1099,IBMN,- X - X | - X - - | X - X X | - X X X,16,9,1,ฟ้อนม่านมงคลใหม่
P1100,IBMP,- X - X | - X - - | X - X X | X X X X,16,10,1,ฟ้อนม่านมงคล
P1101,IDBB,- X - X | - - - X | - X - - | - X - -,16,5,1,สุดสงวน เถา
P1102,IDBE,- X - X | - - - X | - X - - | X X - -,16,6,1,ราตรีประดับดาว เถา
P1103,IDD,- X - X | - - - X | - - - X,12,4,1,เขมรปี่แก้ว สามชั้น
P1104,IDDN,- X - X | - - - X | - - - X | - X X X,16,7,1,อาถรรพ์ เถา
P1105,IDDO,- X - X | - - - X | - - - X | - - - -,16,4,1,โสมส่องแสง เถา
P1106,IDIJ,- X - X | - - - X | - X - X | - - X X,16,7,1,เขมรโพธิสัตว์ เถา
P1107,IDIL,- X - X | - - - X | - X - X | X X - X,16,8,1,พญาเดิน
P1108,IDJI,- X - X | - - - X | - - X X | - X - X,16,7,1,ระบำชาวนา
P1109,IDJL,- X - X | - - - X | - - X X | X X - X,16,8,1,โอ้ลาว เถา
P1110,IDLO,- X - X | - - - X | X X - X | - - - -,16,6,1,เขมรโพธิสัตว์ เถา
P1111,IDNI,- X - X | - - - X | - X X X | - X - X,16,8,1,แขกโอด สามชั้น
P1112,IDNN,- X - X | - - - X | - X X X | - X X X,16,9,1,เชิดจีน
P1113,IDOO,- X - X | - - - X | - - - - | - - - -,16,3,1,พม่าเห่ เถา
P1114,IELE,- X - X | X X - - | X X - X | X X - -,16,9,1,เขมรลออองค์ เถา
P1115,IHDJ,- X - X | - X X - | - - - X | - - X X,16,7,1,ตระเชิงเทียน
P1116,IIBB,- X - X | - X - X | - X - - | - X - -,16,6,1,เขมรปี่แก้ว สามชั้น
P1117,IIBG,- X - X | - X - X | - X - - | X - - X,16,7,1,ระบำม่านมุ้ยเชียงตา
P1118,IIDJ,- X - X | - X - X | - - - X | - - X X,16,7,1,พม่าเห่ เถา
P1119,IIDN,- X - X | - X - X | - - - X | - X X X,16,8,1,ตับสมิงทอง
P1120,IIDP,- X - X | - X - X | - - - X | X X X X,16,9,1,สร้อยลำปาง เถา
P1121,IIFL,- X - X | - X - X | X - X - | X X - X,16,9,1,ระบำม่านมุ้ยเชียงตา
P1122,IIIM,- X - X | - X - X | - X - X | X - X X,16,9,1,ระบำม่านมุ้ยเชียงตา
P1123,IIINP,- X - X | - X - X | - X - X | - X X X | X X X X,20,13,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1124,IIJO,- X - X | - X - X | - - X X | - - - -,16,6,1,ระบำกฤดาภินิหาร
P1125,IIL,- X - X | - X - X | X X - X,12,7,1,อาเฮีย เถา
P1126,IINB,- X - X | - X - X | - X X X | - X - -,16,8,1,พญาเดิน
P1127,IIOP,- X - X | - X - X | - - - - | X X X X,16,8,1,ราตรีประดับดาว เถา
P1128,IIPD,- X - X | - X - X | X X X X | - - - X,16,9,1,ระบำมฤคระเริง
P1129,IJB,- X - X | - - X X | - X - -,12,5,1,ระบำกฤดาภินิหาร
P1130,IJDJ,- X - X | - - X X | - - - X | - - X X,16,7,1,เขมรลออองค์ เถา
P1131,IJEN,- X - X | - - X X | X X - - | - X X X,16,9,1,เขมรโพธิสัตว์ เถา
P1132,IJIN,- X - X | - - X X | - X - X | - X X X,16,9,1,แขกลพบุรี สามชั้น
P1133,IJJI,- X - X | - - X X | - - X X | - X - X,16,8,1,ราตรีประดับดาว เถา
P1134,IJJJ,- X - X | - - X X | - - X X | - - X X,16,8,1,ราตรีประดับดาว เถา
P1135,ILBL,- X - X | X X - X | - X - - | X X - X,16,9,1,ลาวดวงเดือน สองชั้น
P1136,ILDB,- X - X | X X - X | - - - X | - X - -,16,7,1,โหมโรงแขกมอญทางหลีก
P1137,ILJE,- X - X | X X - X | - - X X | X X - -,16,9,1,เขมรลออองค์ เถา
P1138,ILLD,- X - X | X X - X | X X - X | - - - X,16,9,1,อาเฮีย เถา
P1139,ILLP,- X - X | X X - X | X X - X | X X X X,16,12,1,อาเฮีย เถา
P1140,ILMI,- X - X | X X - X | X - X X | - X - X,16,10,1,สุดสงวน เถา
P1141,ILNO,- X - X | X X - X | - X X X | - - - -,16,8,1,พม่าเห่ เถา
P1142,ILOO,- X - X | X X - X | - - - - | - - - -,16,5,1,เขมรไทรโยค
P1143,INDN,- X - X | - X X X | - - - X | - X X X,16,9,1,ลาวดำเนินทราย สองชั้น
P1144,INIP,- X - X | - X X X | - X - X | X X X X,16,11,1,ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)
P1145,INJN,- X - X | - X X X | - - X X | - X X X,16,10,1,ต่อยรูป เถา
P1146,INOD,- X - X | - X X X | - - - - | - - - X,16,6,1,เขมรไทรโยค
P1147,IO,- X - X | - - - -,8,2,1,เจดีย์เจ็ดยอด
P1148,IOOJ,- X - X | - - - - | - - - - | - - X X,16,4,1,เขมรลออองค์ เถา
P1149,IPBK,- X - X | X X X X | - X - - | X X X -,16,10,1,โสมส่องแสง เถา
P1150,IPBP,- X - X | X X X X | - X - - | X X X X,16,11,1,ช้าเรื่องขอมดำดิน
P1151,IPDD,- X - X | X X X X | - - - X | - - - X,16,8,1,พันธุ์ฝรั่ง เถา
P1152,IPIJ,- X - X | X X X X | - X - X | - - X X,16,10,1,ราตรีประดับดาว เถา
P1153,IPIM,- X - X | X X X X | - X - X | X - X X,16,11,1,เขมรลออองค์ เถา
P1154,IPIO,- X - X | X X X X | - X - X | - - - -,16,8,1,ราตรีประดับดาว เถา
P1155,IPJE,- X - X | X X X X | - - X X | X X - -,16,10,1,ช้าเรื่องจีนแส (พระนคร)
P1156,IPJL,- X - X | X X X X | - - X X | X X - X,16,11,1,ช้าเรื่องจีนแส (พระนคร)
P1157,IPJO,- X - X | X X X X | - - X X | - - - -,16,8,1,พม่าเห่ เถา
P1158,IPN,- X - X | X X X X | - X X X,12,9,1,ราตรีประดับดาว เถา
P1159,IPOI,- X - X | X X X X | - - - - | - X - X,16,8,1,สุดสงวน เถา
P1160,IPON,- X - X | X X X X | - - - - | - X X X,16,9,1,สุดสงวน เถา
P1161,IPOO,- X - X | X X X X | - - - - | - - - -,16,6,1,ฝรั่งรำเท้า
P1162,JA,- - X X | X - - -,8,3,1,เจดีย์เจ็ดยอด
P1163,JB,- - X X | - X - -,8,3,1,ใบ้คลั่ง เถา
P1164,JBBI,- - X X | - X - - | - X - - | - X - X,16,6,1,รำวงมาตรฐาน
P1165,JBIL,- - X X | - X - - | - X - X | X X - X,16,8,1,ระบำนพรัตน์
P1166,JBIP,- - X X | - X - - | - X - X | X X X X,16,9,1,เขมรพวง เถา
P1167,JBL,- - X X | - X - - | X X - X,12,6,1,ระบำกฤดาภินิหาร
P1168,JBLN,- - X X | - X - - | X X - X | - X X X,16,9,1,ระบำนพรัตน์
P1169,JBMI,- - X X | - X - - | X - X X | - X - X,16,8,1,ระบำเทพบันเทิง
P1170,JBMN,- - X X | - X - - | X - X X | - X X X,16,9,1,ระบำเทพบันเทิง
P1171,JBNL,- - X X | - X - - | - X X X | X X - X,16,9,1,พันธุ์ฝรั่ง เถา
P1172,JBPB,- - X X | - X - - | X X X X | - X - -,16,8,1,เขมรโพธิสัตว์ เถา
P1173,JCDO,- - X X | - - X - | - - - X | - - - -,16,4,1,โสมส่องแสง เถา
P1174,JD,- - X X | - - - X,8,3,1,เขมรไทรโยค
P1175,JDPI,- - X X | - - - X | X X X X | - X - X,16,9,1,ราตรีประดับดาว เถา
P1176,JEBO,- - X X | X X - - | - X - - | - - - -,16,5,1,ราตรีประดับดาว เถา
P1177,JEIL,- - X X | X X - - | - X - X | X X - X,16,9,1,ระบำนกเขามะราปี
P1178,JEJJ,- - X X | X X - - | - - X X | - - X X,16,8,1,แขกขาว เถา
P1179,JELO,- - X X | X X - - | X X - X | - - - -,16,7,1,อาเฮีย เถา
P1180,JENN,- - X X | X X - - | - X X X | - X X X,16,10,1,เขมรลออองค์ เถา
P1181,JENP,- - X X | X X - - | - X X X | X X X X,16,11,1,จีนขิมเล็ก เถา
P1182,JF,- - X X | X - X -,8,4,1,เจดีย์เจ็ดยอด
P1183,JFIO,- - X X | X - X - | - X - X | - - - -,16,6,1,ราตรีประดับดาว เถา
P1184,JIBI,- - X X | - X - X | - X - - | - X - X,16,7,1,ระบำชาวนา
P1185,JIBM,- - X X | - X - X | - X - - | X - X X,16,8,1,ตระสันนิบาต
P1186,JIDL,- - X X | - X - X | - - - X | X X - X,16,8,1,ระบำสุโขทัย
P1187,JIIM,- - X X | - X - X | - X - X | X - X X,16,9,1,ระบำสี่บท
P1188,JIJB,- - X X | - X - X | - - X X | - X - -,16,7,1,วิลันดาโอด สองชั้น
P1189,JILI,- - X X | - X - X | X X - X | - X - X,16,9,1,เขมรโพธิสัตว์ เถา
P1190,JILO,- - X X | - X - X | X X - X | - - - -,16,7,1,ราตรีประดับดาว เถา
P1191,JIPF,- - X X | - X - X | X X X X | X - X -,16,10,1,เขมรพวง เถา
P1192,JJDD,- - X X | - - X X | - - - X | - - - X,16,6,1,ระบำกรับ
P1193,JJDI,- - X X | - - X X | - - - X | - X - X,16,7,1,แขกลพบุรี สามชั้น
P1194,JJDJ,- - X X | - - X X | - - - X | - - X X,16,7,1,ทยอยนอก สามชั้น
P1195,JJDO,- - X X | - - X X | - - - X | - - - -,16,5,1,อาเฮีย เถา
P1196,JJID,- - X X | - - X X | - X - X | - - - X,16,7,1,บาทสกุณี (เสมอตีนนก)
P1197,JJJE,- - X X | - - X X | - - X X | X X - -,16,8,1,แขกลพบุรี สามชั้น
P1198,JJLI,- - X X | - - X X | X X - X | - X - X,16,9,1,ลาวชมดง สองชั้น
P1199,JJNN,- - X X | - - X X | - X X X | - X X X,16,10,1,แขกโอด สามชั้น
P1200,JJOL,- - X X | - - X X | - - - - | X X - X,16,7,1,ระบำเริงอรุณ
P1201,JLBP,- - X X | X X - X | - X - - | X X X X,16,10,1,ระบำสุโขทัย
P1202,JLDN,- - X X | X X - X | - - - X | - X X X,16,9,1,ลิงโลด สองชั้น
P1203,JLHL,- - X X | X X - X | - X X - | X X - X,16,10,1,ระบำมยุราภิรมย์
P1204,JLIL,- - X X | X X - X | - X - X | X X - X,16,10,1,ระบำสุโขทัย
P1205,JLJO,- - X X | X X - X | - - X X | - - - -,16,7,1,ระบำม่านมุ้ยเชียงตา
P1206,JLPP,- - X X | X X - X | X X X X | X X X X,16,13,1,ทยอยเขมร สามชั้น
P1207,JNBI,- - X X | - X X X | - X - - | - X - X,16,8,1,มอญรำดาบ เถา
P1208,JNDD,- - X X | - X X X | - - - X | - - - X,16,7,1,เขมรพวง เถา
P1209,JNJJ,- - X X | - X X X | - - X X | - - X X,16,9,1,ระบำอัศวลีลา
P1210,JNNJ,- - X X | - X X X | - X X X | - - X X,16,10,1,แขกโอด สามชั้น
P1211,JNNL,- - X X | - X X X | - X X X | X X - X,16,11,1,เขมรพวง เถา
P1212,JNON,- - X X | - X X X | - - - - | - X X X,16,8,1,แขกกุลิต เถา
P1213,JNPP,- - X X | - X X X | X X X X | X X X X,16,13,1,ระบำกุญชรเกษม
P1214,JOEG,- - X X | - - - - | X X - - | X - - X,16,6,1,ลาวดำเนินทราย สองชั้น
P1215,JOII,- - X X | - - - - | - X - X | - X - X,16,6,1,ลาวดำเนินทราย สองชั้น
P1216,JOJO,- - X X | - - - - | - - X X | - - - -,16,4,1,อาเฮีย เถา
P1217,JONP,- - X X | - - - - | - X X X | X X X X,16,9,1,แขกขาว เถา
P1218,JOOB,- - X X | - - - - | - - - - | - X - -,16,3,1,แขกโอด สามชั้น
P1219,JOPP,- - X X | - - - - | X X X X | X X X X,16,10,1,แขกกุลิต เถา
P1220,JPDB,- - X X | X X X X | - - - X | - X - -,16,8,1,ระบำกรับ
P1221,JPDJ,- - X X | X X X X | - - - X | - - X X,16,9,1,ฟ้อนพวงมาลัย
P1222,JPHL,- - X X | X X X X | - X X - | X X - X,16,11,1,ระบำมยุราภิรมย์
P1223,JPIP,- - X X | X X X X | - X - X | X X X X,16,12,1,แขกกุลิต เถา
P1224,JPJI,- - X X | X X X X | - - X X | - X - X,16,10,1,โสมส่องแสง เถา
P1225,JPLJ,- - X X | X X X X | X X - X | - - X X,16,11,1,แขกลพบุรี สามชั้น
P1226,JPLN,- - X X | X X X X | X X - X | - X X X,16,12,1,ทยอย
P1227,JPLO,- - X X | X X X X | X X - X | - - - -,16,9,1,ระบำชุมนุมเผ่าไทย
P1228,JPMN,- - X X | X X X X | X - X X | - X X X,16,12,1,ระบำมฤคระเริง
P1229,JPNL,- - X X | X X X X | - X X X | X X - X,16,12,1,อาเฮีย เถา
P1230,JPOD,- - X X | X X X X | - - - - | - - - X,16,7,1,แขกขาว เถา
P1231,JPOP,- - X X | X X X X | - - - - | X X X X,16,10,1,แขกขาว เถา
P1232,JPPM,- - X X | X X X X | X X X X | X - X X,16,13,1,แขกโอด สามชั้น
P1233,KGFJ,X X X - | X - - X | X - X - | - - X X,16,9,1,โสมส่องแสง เถา
P1234,KMII,X X X - | X - X X | - X - X | - X - X,16,10,1,เงี้ยวรำลึก เถา
P1235,LBEB,X X - X | - X - - | X X - - | - X - -,16,7,1,เขมรปี่แก้ว สามชั้น
P1236,LDII,X X - X | - - - X | - X - X | - X - X,16,8,1,แขกโอด สามชั้น
P1237,LEBI,X X - X | X X - - | - X - - | - X - X,16,8,1,ใบ้คลั่ง เถา
P1238,LIBI,X X - X | - X - X | - X - - | - X - X,16,8,1,ระบำชาวนา
P1239,LIIO,X X - X | - X - X | - X - X | - - - -,16,7,1,ช้างประสานงา เถา
P1240,LILJ,X X - X | - X - X | X X - X | - - X X,16,10,1,เขมรปี่แก้ว สามชั้น
P1241,LILL,X X - X | - X - X | X X - X | X X - X,16,11,1,ลิงโลด สองชั้น
P1242,LILN,X X - X | - X - X | X X - X | - X X X,16,11,1,เขมรปี่แก้ว สามชั้น
P1243,LIPN,X X - X | - X - X | X X X X | - X X X,16,12,1,ระบำทวารวดี
P1244,LJBL,X X - X | - - X X | - X - - | X X - X,16,9,1,แขกกุลิต เถา
P1245,LJII,X X - X | - - X X | - X - X | - X - X,16,9,1,แขกไทร สามชั้น
P1246,LJJJ,X X - X | - - X X | - - X X | - - X X,16,9,1,ราตรีประดับดาว เถา
P1247,LJOP,X X - X | - - X X | - - - - | X X X X,16,9,1,แขกไทร สามชั้น
P1248,LJPP,X X - X | - - X X | X X X X | X X X X,16,13,1,แขกโอด สามชั้น
P1249,LLBL,X X - X | X X - X | - X - - | X X - X,16,10,1,ช้างประสานงา เถา
P1250,LLLJ,X X - X | X X - X | X X - X | - - X X,16,11,1,อาเฮีย เถา
P1251,LLLP,X X - X | X X - X | X X - X | X X X X,16,13,1,เขมรโพธิสัตว์ เถา
P1252,LLNP,X X - X | X X - X | - X X X | X X X X,16,13,1,เขมรไทรโยค
P1253,LLOO,X X - X | X X - X | - - - - | - - - -,16,6,1,โสมส่องแสง เถา
P1254,LLPL,X X - X | X X - X | X X X X | X X - X,16,13,1,โหมโรงกราวนอก
P1255,LNPI,X X - X | - X X X | X X X X | - X - X,16,12,1,แขกไทร สามชั้น
P1256,LODJ,X X - X | - - - - | - - - X | - - X X,16,6,1,แขกโอด สามชั้น
P1257,LODN,X X - X | - - - - | - - - X | - X X X,16,7,1,แขกโอด สามชั้น
P1258,LOIO,X X - X | - - - - | - X - X | - - - -,16,5,1,เขมรลออองค์ เถา
P1259,LOPP,X X - X | - - - - | X X X X | X X X X,16,11,1,เขมรพวง เถา
P1260,LPJP,X X - X | X X X X | - - X X | X X X X,16,13,1,ราตรีประดับดาว เถา
P1261,LPPP,X X - X | X X X X | X X X X | X X X X,16,15,1,แขกโอด สามชั้น
P1262,MBMI,X - X X | - X - - | X - X X | - X - X,16,9,1,ระบำม้า (เพลงม้าโขยก)
P1263,MBOO,X - X X | - X - - | - - - - | - - - -,16,4,1,ราตรีประดับดาว เถา
P1264,MBPP,X - X X | - X - - | X X X X | X X X X,16,12,1,ราตรีประดับดาว เถา
P1265,MINP,X - X X | - X - X | - X X X | X X X X,16,12,1,ระบำม้า (เพลงม้าโขยก)
P1266,MIOO,X - X X | - X - X | - - - - | - - - -,16,5,1,เขมรลออองค์ เถา
P1267,MIPI,X - X X | - X - X | X X X X | - X - X,16,11,1,เขมรลออองค์ เถา
P1268,MIPO,X - X X | - X - X | X X X X | - - - -,16,9,1,ระบำม้า (เพลงม้าโขยก)
P1269,MJJI,X - X X | - - X X | - - X X | - X - X,16,9,1,แขกลพบุรี สามชั้น
P1270,MJJO,X - X X | - - X X | - - X X | - - - -,16,7,1,แสนสุดสวาท สามชั้น
P1271,MLII,X - X X | X X - X | - X - X | - X - X,16,10,1,ฉิ่งเรื่องพระฉันเช้า (ยิกิน)
P1272,MOJO,X - X X | - - - - | - - X X | - - - -,16,5,1,แขกโอด สามชั้น
P1273,MOLO,X - X X | - - - - | X X - X | - - - -,16,6,1,ราตรีประดับดาว เถา
P1274,MOMP,X - X X | - - - - | X - X X | X X X X,16,10,1,อาเฮีย เถา
